"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2012",19.0232700305074,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2013",18.8103907902433,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2014",18.9003207460744,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2015",18.760207930146,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2016",18.4633271892347,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2017",18.9705805179547,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2018",18.7179697926228,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2019",18.8712107989684,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2020",19.8752508085003,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2021",19.8743667027871,
"AUT","GFCFASSET","DWELLING","PC_GFCF","A","2022",20.2024747355874,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2012",28.9380992584387,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2013",29.4396782841823,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2014",29.5763340236762,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2015",28.9459523699483,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2016",29.5939487567952,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2017",29.3589812798781,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2018",29.6726516667866,
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2019",29.9560456435616,"E"
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2020",32.1937058766795,"E"
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2021",32.9827354797883,"E"
"DEU","GFCFASSET","DWELLING","PC_GFCF","A","2022",33.5076265211485,"E"
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2012",10.1901065539023,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2013",12.0722212760389,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2014",14.8355062349142,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2015",16.3611490425902,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2016",18.162531808729,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2017",17.820375708713,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2018",16.6723121209421,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2019",19.3194824892333,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2020",17.2076560499992,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2021",16.914670092224,
"EST","GFCFASSET","DWELLING","PC_GFCF","A","2022",20.4570864470899,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2012",18.6517142262679,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2013",16.6754286527681,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2014",16.4800035797856,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2015",15.78288192291,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2016",16.7946187778355,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2017",16.97905416588,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2018",17.7941506799738,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2019",17.7485022152558,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2020",17.6853311268648,
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2021",18.8772969253134,"E"
"PRT","GFCFASSET","DWELLING","PC_GFCF","A","2022",19.6987105413238,"E"
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2012",7.55452236751026,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2013",8.45933129216729,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2014",8.58816988695895,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2015",6.126625326058,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2016",5.05816614373647,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2017",6.33541784156558,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2018",8.19061470314466,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2019",4.22641652831386,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2020",5.04904496860553,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2021",9.02082812912464,
"IRL","GFCFASSET","DWELLING","PC_GFCF","A","2022",9.61139554470133,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2012",18.903718215583,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2013",16.4685698260432,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2014",17.4541637745687,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2015",15.8175607901241,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2016",20.6077289571202,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2017",22.1577991524854,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2018",23.9112421169818,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2019",23.7616314059534,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2020",24.9038667260332,
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2021",25.4337451858753,"E"
"NLD","GFCFASSET","DWELLING","PC_GFCF","A","2022",25.1501464237852,"E"
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2012",27.792439235482,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2013",27.8099205430842,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2014",27.6811924796354,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2015",27.2861141613085,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2016",27.2999413191296,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2017",27.8863122697297,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2018",27.7368984313051,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2019",27.4780575684134,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2020",26.6371491014506,
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2021",28.3291100816935,"E"
"FRA","GFCFASSET","DWELLING","PC_GFCF","A","2022",27.5543968256632,"E"
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2012",24.9651901715889,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2013",22.2320018054615,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2014",23.6661853254502,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2015",22.4219820525237,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2016",24.2991681996321,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2017",25.9136503604816,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2018",27.7778252619703,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2019",28.7420541719104,
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2020",28.9675477336146,"E"
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2021",27.4952840075456,"E"
"ESP","GFCFASSET","DWELLING","PC_GFCF","A","2022",27.221598567304,"E"
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2012",29.0914969285483,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2013",28.8856272377521,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2014",27.8536859876196,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2015",28.1881587450142,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2016",28.9909851639245,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2017",29.1905600030281,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2018",29.9540974273209,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2019",29.4755813750022,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2020",29.03845817826,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2021",29.6029369469962,
"FIN","GFCFASSET","DWELLING","PC_GFCF","A","2022",29.9911781705351,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2012",9.14465474938661,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2013",9.12912838961706,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2014",11.1493821134196,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2015",11.1113365512535,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2016",10.5929575572938,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2017",9.97371097326248,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2018",11.4857293152534,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2019",11.6951291499613,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2020",11.0391720017645,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2021",9.72528017613815,
"LVA","GFCFASSET","DWELLING","PC_GFCF","A","2022",8.60387992277956,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2012",11.2204550642004,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2013",11.7263653274255,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2014",13.2313087875743,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2015",14.3828909938149,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2016",15.030516360612,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2017",13.2961849916508,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2018",12.8310895816209,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2019",14.1656673770229,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2020",15.1784003130965,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2021",14.2408555448538,
"LTU","GFCFASSET","DWELLING","PC_GFCF","A","2022",17.0798700576895,
